"movie","year_of_award","avg_vote","genre","duration","country","period","count","sumMovies"
"The More The Merrier",1944,7.7,"War",104,"USA","1930 - 1946",2,83
"The Paper Chase",1974,7.2,"Comedy",113,"USA","1964 - 1980",4,161
"The Paper Chase",1974,7.2,"Drama",113,"USA","1964 - 1980",4,1755
"The Philadelphia Story",1941,7.9,"Comedy",112,"USA","1930 - 1946",1,161
"The Philadelphia Story",1941,7.9,"Romance",112,"USA","1930 - 1946",3,336
"The Pianist",2003,8.5,"Biography",150,"UK, France, Poland, Germany","1998 - 2014",2,147
"The Pianist",2003,8.5,"Drama",150,"UK, France, Poland, Germany","1998 - 2014",4,1755
"The Pianist",2003,8.5,"Music",150,"UK, France, Poland, Germany","1998 - 2014",2,26
"The Piano",1994,7.6,"Drama",121,"New Zealand, Australia, France","1981 - 1997",5,1755
"The Piano",1994,7.6,"Music",121,"New Zealand, Australia, France","1981 - 1997",2,26
"The Piano",1994,7.6,"Romance",121,"New Zealand, Australia, France","1981 - 1997",2,336
"The Prime Of Miss Jean Brodie",1970,7.6,"Drama",116,"UK","1964 - 1980",4,1755
"The Prime Of Miss Jean Brodie",1970,7.6,"Romance",116,"UK","1964 - 1980",2,336
"The Queen",2007,7.3,"Biography",103,"UK, USA, France, Italy","1998 - 2014",2,147
"The Queen",2007,7.3,"Drama",103,"UK, USA, France, Italy","1998 - 2014",5,1755
"The Queen",2007,7.3,"History",103,"UK, USA, France, Italy","1998 - 2014",2,80
"The Quiet Man",1953,7.8,"Comedy",129,"USA","1947 - 1963",1,161
"The Quiet Man",1953,7.8,"Drama",129,"USA","1947 - 1963",5,1755
"The Quiet Man",1953,7.8,"Romance",129,"USA","1947 - 1963",3,336
"The Razor's Edge",1947,7.4,"Drama",145,"USA","1947 - 1963",5,1755
"The Razor's Edge",1947,7.4,"Romance",145,"USA","1947 - 1963",5,336
"The Reader",2009,7.6,"Drama",124,"Germany, USA","1998 - 2014",5,1755
"The Reader",2009,7.6,"Romance",124,"Germany, USA","1998 - 2014",3,336
"The Rose Tattoo",1956,7.1,"Comedy",117,"USA","1947 - 1963",2,161
"The Rose Tattoo",1956,7.1,"Drama",117,"USA","1947 - 1963",5,1755
"The Rose Tattoo",1956,7.1,"Romance",117,"USA","1947 - 1963",3,336
"The Silence Of The Lambs",1992,8.6,"Crime",118,"USA","1981 - 1997",3,126
"The Silence Of The Lambs",1992,8.6,"Drama",118,"USA","1981 - 1997",4,1755
"The Silence Of The Lambs",1992,8.6,"Thriller",118,"USA","1981 - 1997",3,41
"The Sin Of Madelon Claudet",1932,6.7,"Drama",75,"USA","1930 - 1946",3,1755
"The Song Of Bernadette",1944,7.6,"Biography",156,"USA","1930 - 1946",1,147
"The Song Of Bernadette",1944,7.6,"Drama",156,"USA","1930 - 1946",4,1755
"The Sound Of Music",1966,8,"Biography",172,"USA","1964 - 1980",1,147
"The Sound Of Music",1966,8,"Drama",172,"USA","1964 - 1980",4,1755
"The Sound Of Music",1966,8,"Family",172,"USA","1964 - 1980",1,20
"The Sting",1974,8.3,"Comedy",129,"USA","1964 - 1980",4,161
"The Sting",1974,8.3,"Crime",129,"USA","1964 - 1980",1,126
"The Sting",1974,8.3,"Drama",129,"USA","1964 - 1980",4,1755
"The Story Of Louis Pasteur",1937,7.3,"Biography",86,"USA","1930 - 1946",2,147
"The Story Of Louis Pasteur",1937,7.3,"Drama",86,"USA","1930 - 1946",5,1755
"The Story Of Louis Pasteur",1937,7.3,"History",86,"USA","1930 - 1946",1,80
"The Subject Was Roses",1969,7,"Drama",107,"USA","1964 - 1980",5,1755
"The Sunshine Boys",1976,7.2,"Comedy",111,"USA","1964 - 1980",2,161
"The Three Faces Of Eve",1958,7.2,"Drama",91,"USA","1947 - 1963",5,1755
"The Three Faces Of Eve",1958,7.2,"Mystery",91,"USA","1947 - 1963",1,16
"The Treasure Of The Sierra Madre",1949,8.2,"Adventure",126,"USA, Mexico","1947 - 1963",2,38
"The Treasure Of The Sierra Madre",1949,8.2,"Drama",126,"USA, Mexico","1947 - 1963",5,1755
"The Treasure Of The Sierra Madre",1949,8.2,"Western",126,"USA, Mexico","1947 - 1963",2,25
"The Trip To Bountiful",1986,7.5,"Drama",108,"USA","1981 - 1997",5,1755
"The Untouchables",1988,7.9,"Crime",119,"USA","1981 - 1997",2,126
"The Untouchables",1988,7.9,"Drama",119,"USA","1981 - 1997",5,1755
"The Untouchables",1988,7.9,"Thriller",119,"USA","1981 - 1997",1,41
"The Usual Suspects",1996,8.5,"Crime",106,"USA, Germany","1981 - 1997",2,126
"The Usual Suspects",1996,8.5,"Mystery",106,"USA, Germany","1981 - 1997",1,16
"The Usual Suspects",1996,8.5,"Thriller",106,"USA, Germany","1981 - 1997",1,41
"The V.i.p.s",1964,6.3,"Drama",119,"UK","1964 - 1980",4,1755
"The Westerner",1941,7.4,"Drama",100,"USA","1930 - 1946",4,1755
"The Westerner",1941,7.4,"Romance",100,"USA","1930 - 1946",3,336
"The Westerner",1941,7.4,"Western",100,"USA","1930 - 1946",1,25
"The Year Of Living Dangerously",1984,7.1,"Drama",115,"Australia, USA","1981 - 1997",5,1755
"The Year Of Living Dangerously",1984,7.1,"Romance",115,"Australia, USA","1981 - 1997",1,336
"The Year Of Living Dangerously",1984,7.1,"War",115,"Australia, USA","1981 - 1997",1,83
"There Will Be Blood",2008,8.1,"Drama",158,"USA","1998 - 2014",4,1755
"They Shoot Horses, Don't They?",1970,7.9,"Drama",129,"USA","1964 - 1980",4,1755
"Titanic",1998,7.8,"Drama",194,"USA","1998 - 2014",5,1755
"Titanic",1998,7.8,"Romance",194,"USA","1998 - 2014",4,336
"To Each His Own",1947,7.7,"Drama",122,"USA","1947 - 1963",5,1755
"To Each His Own",1947,7.7,"Romance",122,"USA","1947 - 1963",5,336
"To Kill A Mockingbird",1963,8.3,"Crime",129,"USA","1947 - 1963",1,126
"To Kill A Mockingbird",1963,8.3,"Drama",129,"USA","1947 - 1963",5,1755
"Tom Jones",1964,6.5,"Adventure",129,"UK","1964 - 1980",1,38
"Tom Jones",1964,6.5,"Comedy",129,"UK","1964 - 1980",1,161
"Tom Jones",1964,6.5,"History",129,"UK","1964 - 1980",1,80
"Tootsie",1983,7.4,"Comedy",116,"USA","1981 - 1997",1,161
"Tootsie",1983,7.4,"Drama",116,"USA","1981 - 1997",5,1755
"Tootsie",1983,7.4,"Romance",116,"USA","1981 - 1997",3,336
"Topkapi",1965,7,"Adventure",120,"USA","1964 - 1980",1,38
"Topkapi",1965,7,"Comedy",120,"USA","1964 - 1980",3,161
"Topkapi",1965,7,"Crime",120,"USA","1964 - 1980",1,126
"Traffic",2001,7.6,"Crime",147,"USA, Mexico, Germany","1998 - 2014",2,126
"Traffic",2001,7.6,"Drama",147,"USA, Mexico, Germany","1998 - 2014",5,1755
"Traffic",2001,7.6,"Thriller",147,"USA, Mexico, Germany","1998 - 2014",2,41
"Training Day",2002,7.7,"Crime",122,"USA","1998 - 2014",1,126
"Training Day",2002,7.7,"Drama",122,"USA","1998 - 2014",5,1755
"Training Day",2002,7.7,"Thriller",122,"USA","1998 - 2014",1,41
"True Grit",1970,7.4,"Adventure",128,"USA","1964 - 1980",1,38
"True Grit",1970,7.4,"Drama",128,"USA","1964 - 1980",4,1755
"True Grit",1970,7.4,"Western",128,"USA","1964 - 1980",2,25
"Twelve O'clock High",1950,7.7,"Drama",132,"USA","1947 - 1963",5,1755
"Twelve O'clock High",1950,7.7,"War",132,"USA","1947 - 1963",1,83
"Unforgiven",1993,8.2,"Drama",130,"USA","1981 - 1997",4,1755
"Unforgiven",1993,8.2,"Western",130,"USA","1981 - 1997",2,25
"Vicky Cristina Barcelona",2009,7.1,"Comedy",96,"Spain, USA","1998 - 2014",1,161
"Vicky Cristina Barcelona",2009,7.1,"Drama",96,"Spain, USA","1998 - 2014",5,1755
"Vicky Cristina Barcelona",2009,7.1,"Romance",96,"Spain, USA","1998 - 2014",3,336
"Viva Zapata!",1953,7.4,"Biography",113,"USA","1947 - 1963",1,147
"Viva Zapata!",1953,7.4,"Drama",113,"USA","1947 - 1963",5,1755
"Viva Zapata!",1953,7.4,"History",113,"USA","1947 - 1963",1,80
"Walk The Line",2006,7.8,"Biography",136,"USA, Germany","1998 - 2014",2,147
"Walk The Line",2006,7.8,"Drama",136,"USA, Germany","1998 - 2014",5,1755
"Walk The Line",2006,7.8,"Music",136,"USA, Germany","1998 - 2014",1,26
"Wall Street",1988,7.4,"Crime",126,"USA","1981 - 1997",2,126
"Wall Street",1988,7.4,"Drama",126,"USA","1981 - 1997",5,1755
"Watch On The Rhine",1944,7.3,"Drama",114,"USA","1930 - 1946",4,1755
"West Side Story",1962,7.5,"Crime",153,"USA","1947 - 1963",3,126
"West Side Story",1962,7.5,"Drama",153,"USA","1947 - 1963",5,1755
"West Side Story",1962,7.5,"Musical",153,"USA","1947 - 1963",3,31
"Who's Afraid Of Virginia Woolf?",1967,8,"Drama",131,"USA","1964 - 1980",4,1755
"Women In Love",1971,7.3,"Drama",131,"UK","1964 - 1980",5,1755
"Women In Love",1971,7.3,"Romance",131,"UK","1964 - 1980",2,336
"Written On The Wind",1957,7.4,"Drama",99,"USA","1947 - 1963",5,1755
"Yankee Doodle Dandy",1943,7.7,"Biography",126,"USA","1930 - 1946",1,147
"Yankee Doodle Dandy",1943,7.7,"Drama",126,"USA","1930 - 1946",4,1755
"Yankee Doodle Dandy",1943,7.7,"Musical",126,"USA","1930 - 1946",1,31
"You Can't Take It With You",1939,7.9,"Comedy",126,"USA","1930 - 1946",1,161
"You Can't Take It With You",1939,7.9,"Drama",126,"USA","1930 - 1946",5,1755
"You Can't Take It With You",1939,7.9,"Romance",126,"USA","1930 - 1946",4,336
"The Champ",1933,7.3,"Drama",86,"USA","1930 - 1946",3,1755
"The Champ",1933,7.3,"Sport",86,"USA","1930 - 1946",1,21
"Dr. Jekyll And Mr. Hyde",1933,7.6,"Horror",98,"USA","1930 - 1946",1,2
"Dr. Jekyll And Mr. Hyde",1933,7.6,"Sci-Fi",98,"USA","1930 - 1946",1,4
"The Sin Of Madelon Claudet",1933,6.7,"Drama",75,"USA","1930 - 1946",3,1755
"The Private Life Of Henry VIII",1934,7.1,"Biography",97,"UK","1930 - 1946",1,147
"The Private Life Of Henry VIII",1934,7.1,"Comedy",97,"UK","1930 - 1946",1,161
"The Private Life Of Henry VIII",1934,7.1,"Drama",97,"UK","1930 - 1946",3,1755
"Goodbye, Mr. Chips",1940,7.9,"Drama",114,"UK, USA","1930 - 1946",5,1755
"Goodbye, Mr. Chips",1940,7.9,"Romance",114,"UK, USA","1930 - 1946",4,336
"The African Queen",1952,7.7,"Adventure",105,"UK, USA","1947 - 1963",1,38
"The African Queen",1952,7.7,"Drama",105,"UK, USA","1947 - 1963",5,1755
"The African Queen",1952,7.7,"Romance",105,"UK, USA","1947 - 1963",2,336
"Judgment at Nuremberg",1962,8.2,"Drama",189,"USA","1947 - 1963",5,1755
"Judgment at Nuremberg",1962,8.2,"War",189,"USA","1947 - 1963",2,83
"Two Women",1962,7.8,"Drama",101,"Italy, France","1947 - 1963",5,1755
"Two Women",1962,7.8,"War",101,"Italy, France","1947 - 1963",2,83
"Zorba The Greek",1965,7.7,"Comedy",142,"Greece, USA","1964 - 1980",3,161
"Zorba The Greek",1965,7.7,"Drama",142,"Greece, USA","1964 - 1980",3,1755
"The Godfather Part II",1975,9,"Crime",202,"USA","1964 - 1980",3,126
"The Godfather Part II",1975,9,"Drama",202,"USA","1964 - 1980",5,1755
"Being There",1980,8,"Comedy",130,"USA","1964 - 1980",1,161
"Being There",1980,8,"Drama",130,"USA","1964 - 1980",5,1755
"Amadeus",1985,8.3,"Biography",160,"USA","1981 - 1997",3,147
"Amadeus",1985,8.3,"Drama",160,"USA","1981 - 1997",5,1755
"Amadeus",1985,8.3,"History",160,"USA","1981 - 1997",4,80
"My Left Foot",1990,7.9,"Biography",103,"Ireland, UK","1981 - 1997",3,147
"My Left Foot",1990,7.9,"Drama",103,"Ireland, UK","1981 - 1997",5,1755
"Good Fellas",1991,7.3,"Biography",146,"USA","1981 - 1997",2,147
"Good Fellas",1991,7.3,"Crime",146,"USA","1981 - 1997",1,126
"Good Fellas",1991,7.3,"Drama",146,"USA","1981 - 1997",5,1755
"Life Is Beautiful",1999,8.6,"Comedy",116,"Italy","1998 - 2014",3,161
"Life Is Beautiful",1999,8.6,"Drama",116,"Italy","1998 - 2014",5,1755
"Life Is Beautiful",1999,8.6,"Romance",116,"Italy","1998 - 2014",1,336
"Mystic River",2004,7.9,"Crime",138,"USA","1998 - 2014",3,126
"Mystic River",2004,7.9,"Drama",138,"USA","1998 - 2014",5,1755
"Mystic River",2004,7.9,"Mystery",138,"USA","1998 - 2014",2,16
"The Lord Of The Rings: The Return Of The King",2004,8.9,"Adventure",201,"New Zealand, USA","1998 - 2014",2,38
"The Lord Of The Rings: The Return Of The King",2004,8.9,"Drama",201,"New Zealand, USA","1998 - 2014",5,1755
"The Lord Of The Rings: The Return Of The King",2004,8.9,"Fantasy",201,"New Zealand, USA","1998 - 2014",1,7
"Beginners",2012,7.2,"Comedy",105,"USA","1998 - 2014",3,161
"Beginners",2012,7.2,"Drama",105,"USA","1998 - 2014",5,1755
"Beginners",2012,7.2,"Romance",105,"USA","1998 - 2014",3,336
"Les Misérables",2013,7.6,"Drama",158,"UK, USA","1998 - 2014",5,1755
"Les Misérables",2013,7.6,"History",158,"UK, USA","1998 - 2014",2,80
"Les Misérables",2013,7.6,"Musical",158,"UK, USA","1998 - 2014",1,31
"Gravity",2014,7.7,"Drama",91,"UK, USA","1998 - 2014",5,1755
"Gravity",2014,7.7,"Sci-Fi",91,"UK, USA","1998 - 2014",1,4
"Gravity",2014,7.7,"Thriller",91,"UK, USA","1998 - 2014",1,41
"Terms Of Endearment",1984,7.4,"Comedy",132,"USA","1981 - 1997",3,161
"Terms Of Endearment",1984,7.4,"Drama",132,"USA","1981 - 1997",5,1755
